id,trigger,conditions,script,text,options,notes
MPC_OManHostilePopulateOptionsMain,MPC_OManHostilePopulateOptions,"$id == MPC_magnetarSystemPlanetThree
","SetShortcut defaultLeave ""ESCAPE""
FireAll MPC_OManHostileModifyOptions",,"10:MPC_OManEngageDefenders:Re-engage the defenders
20:MPC_OManBombard:Orbitally bombard the complex to remove the defenses
30:MPC_OManRaid:Prepare a raid on the fractaline complex
40:MPC_OManSuicideRun:Throw caution to the wind and charge the defenses head-on, destroying them before they destroy you
100:MPC_OManActuallyLeave:Leave",
MPC_OManHostileModifyOptionsSuicideRun,MPC_OManHostileModifyOptions,"$id == MPC_magnetarSystemPlanetThree
","SetEnabled MPC_OManSuicideRun false
SetTooltip MPC_OManSuicideRun ""This is a horrible idea.""",,,"lol"
MPC_OManHostileModifyOptionsDefendersPresent,MPC_OManHostileModifyOptions,"!$defenderFleetDefeated","SetEnabled MPC_OManRaid false
SetTooltip MPC_OManRaid ""It would be suicide to send down troop transports while the planet is orbitally defended.""",,,
MPC_OManHostileModifyOptionsDefencesGone,MPC_OManHostileModifyOptions,"$MPC_groundDefensesDisabled","SetEnabled MPC_OManBombard false
SetEnabled MPC_OManRaid false

SetTooltip MPC_OManBombard ""The orbital defenses have already been disabled.""
SetTooltip MPC_OManRaid ""The orbital defenses have already been disabled.""",,,
MPC_OManHostileModifyOptionsNoFleet,MPC_OManHostileModifyOptions,"$defenderFleetDefeated","SetEnabled MPC_OManEngageDefenders false
SetTooltip MPC_OManEngageDefenders ""The orbital defenders have already been defeated.""",,,
MPC_OManBombard,DialogOptionSelected,"$option == MPC_OManBombard","SetTextHighlights $global.MPC_OManBombardCost $global.MPC_OManBombardCost $player.fuel
SetShortcut MPC_OManBombardLeave ""ESCAPE""
FireAll MPC_OManBombardModifyOptions","You call your ops chief over to consider the possibility of a bombardment. ""Well, $PlayerSirOrMadam, th' weapons just ain't set up to blast AM cans from orbit, an' the defendin' ships probably won't get off th' ground in time to stop us. I estimate $global.MPC_OManBombardCost fuel would b' needed for a tactical strike.""

Your chief continues. ""With proper precision, w' could take out the weapons an' the defenders in the span o' a minute. But-"" an open palm is held up, prompting a pause. ""We'd lose a serious amount o' salvage, captain-'specially since we'd be bombarding the core of the facility. Complex."" 

Bombardment costs $global.MPC_OManBombardCost fuel. You have $player.fuel available.

","0:MPC_OManDoBombard:Order the bombardment
100:MPC_OManBombardLeave:Leave",
MPC_OManDoBombard,DialogOptionSelected,"$option == MPC_OManDoBombard","MPC_omegaManufactorumCMD doBombard
$global.MPC_bombardedOmegaManufactorum = true

FireAll MPC_OManHostilePopulateOptions","Fuel canisters are promptly loaded and sequentially dropped atop the complex, and you watch through your viewport as the weapons and  spacedock are completely obliterated in the hellfire you've unleashed. You feel a hint of regret as the core of the station caves in, but at least the defenders are gone.",,
MPC_OManBombardLeave,DialogOptionSelected,"$option == MPC_OManBombardLeave","FireBest MPC_OManDefaultLeave","You decide against a bombardment for now.",,
MPC_OManBombardModifyOptionsNoFuel,MPC_OManBombardModifyOptions,"$player.fuel < $global.MPC_OManBombardCost","SetEnabled MPC_OManDoBombard false
SetTooltip MPC_OManDoBombard ""Your $shipOrFleet doesn't have enough fuel.""",,,
MPC_OManRaid,DialogOptionSelected,"$option == MPC_OManRaid","$raidDifficulty = 75 0
$raidGoBackTrigger = MPC_OManDefaultLeave 0
$raidContinueTrigger = MPC_OManRaidFinishedB 0
$raidRestrictToTrigger = MPC_OManRaidFinishedA 0

AddRaidObjective genericIcon ""Storm the complex and disable the orbital defenses"" MINIMAL 75 MPC_OManRaidFinishedA true

ShowImageVisual raid_prepare","With the defenders defeated, nothing stands between you and the complex except for the ground defenses, which thankfully are very much anti-ship and not anti-shuttle. Still, they do pose a danger to any incoming craft, even with their reduced sensor profile. The rift torpedos in particular will require special planning, but should be easily evaded if flares are fired at the right time.

Even with the mismatch of weapon roles to target type, you will still need at least a platoon of marines to pull this off in a timely manner, as the weapon systems are too widely distributed to disable with only a small force.","mktRaidNonMarket:Continue","can bypass if you bombard"
MPC_OManRaidFinishedA,MPC_OManRaidFinishedA,,,"With ECM support from your $shipOrFleet, your transport shuttles descend upon the complex with caution usually only warranted for black-ops extraction - something your overseeing ops chief is more than comfortable doing. The gunned-up AM blasters are easy enough to avoid with minimal maneuvering, but the torpedo rack provides another challenge. Once the flotilla enters it's effective range, your rad-addled vidlink assaults you with spotty missile alerts, the audial overlap implying more than one. The controlled chaos within the cockpit can nearly be tasted - a sharp burn left, dodging a mass as red as the tears of ludd - firing off a flare to cause it to prematurely detonate.

Your evasive maneuvers are, as predicted, effective, however such a risky operation is not without complications - one shuttle was obliterated by a rogue AM shot during evasive maneuvers, and another was singed by the disruptive wake of a torpedo. Still, the squadron settles down without (many) casualties.",,"the first"
MPC_OManRaidFinishedB,MPC_OManRaidFinishedB,,"$MPC_groundDefensesDisabled = true","Upon groundfall, the op mode is switched with a single word from your ops chief, sabotage gear flowing out of shuttles like a volturnian purification plant dispensing freshwater. Now outside the firing arcs of the weapons (though still turning to try and acquire angles below what their vertical drives allow), your marines freely set up finely tuned EMP charges to the op targets. Once the minimum safe distance is met, you overhear a satisfying string of commands from your ops chief - ""Confirm alpha. Confirm bravo. Confirm charlie -- execute."". Your vid feed glitches, stutters, then returns to it's usual spotty nature - now showing the successfully burnt-out husks in place of what your salvors had called ""pillars of death"".

After confirming the targets are, in fact, neutralized, your marines file back into the remaining shuttles and burn at a steady pace back to your $shipOrFleet. Another op well executed, you think to yourself. Time to raid the complex itself.",,"the second"
MPC_OManHostilePopulateOptionsExplore,MPC_OManHostilePopulateOptions,"$defenderFleetDefeated
$MPC_groundDefensesDisabled",,"The complex is now defenseless, and ripe for the picking.","1:MPC_OManExploreInit:Explore the now-vacant complex",
MPC_OManDefendersDefeated,BeatDefendersContinue,"$id == MPC_magnetarSystemPlanetThree","ShowDefaultVisual
FireAll MPC_OManHostilePopulateOptions","The defenders fall beneath your might, opening up the possibility of a raid on the complex.",,
MPC_OManDefaultLeaveOption,DialogOptionSelected,"$option == MPC_OManDefaultLeaveOption","FireBest MPC_OManDefaultLeave",,,
MPC_OManDefaultLeave,MPC_OManDefaultLeave,,"ShowDefaultVisual
FireAll MPC_OManHostilePopulateOptions",,,
MPC_OManActuallyLeave,DialogOptionSelected,"$option == MPC_OManActuallyLeave","MPC_omegaManufactorumCMD stopMusic
DismissDialog",,,
MPC_OManExploreInit,DialogOptionSelected,"$option == MPC_OManExploreInit",,"Despite your sensors officer's insistence that all defenses are disabled, you decide to play it safe, and open the auxiliary armory to your salvors - under the supervision of your armory chief, of course. After all, you're about to send some of your crew into a mysterious facility that was defended by a fearsome enemy - there's a chance something is in wait.

","0:MPC_OManExploreTwo:Order the shuttles down",
MPC_OManExploreTwo,DialogOptionSelected,"$option == MPC_OManExploreTwo","FireBest MPC_OManExploreTwoBranch","The shuttles descend without much disruption - though there was a brief panic over some orbital debris appearing on radar as incoming ordnance. 

The salvors file out of the shuttles, weapons at the ready. Routine call-and-response is established, the ambient radiation prompting triple-confirmation. As per your well-established hostile contact protocol, only two teams are formed, with weapons at the ready. ",,
MPC_OManExploreTwoBranchBombarded,MPC_OManExploreTwoBranch,"$global.MPC_bombardedOmegaManufactorum
",,"The ruined complex lays before your viewscreen, evidence of your bombardment clear in the orange-red embering of the normally eggshell architecture. Your salvors don't even need to breach - you watch through a helmcam as a pointman enters a gaping hole in the wall. 

The frantic check-and-clear of opcomms quickly peters out as helmlights flash over ruined junctions and conduits. Clearly, this complex was not built to withstand such an assault. Your salvors cautiously advance further into the facility, placing salv-marks as they go to signal possibly valuable material.","0:MPC_OManExploreBombardedTwo:Continue",
MPC_OManExploreBombardedTwo,DialogOptionSelected,"$option == MPC_OManExploreBombardedTwo",,"While tense, the next two hours are rather uneventful. The only contacts reported are blue-on-blue, which are immediately dismantled through use of your well-established FF keywords. The damage report comes in - around 10% of the facility is inaccessible, with 40% critically damaged and on the verge of collapse, with another 20% heavily damaged. You almost can't believe your bombardment did such a staggering amount of damage, until you witness a salvor nearly get crushed by a U-beam turning to dust above them. Safety protocols are immediately put into place, and the salvage is limited to the safe areas of the complex, as more and more reports of spontaneous disintegration flood in. Within minutes, the core (and many branches from it) has turnt to dust before your sensor array's numerous ""eyes"".

Sighing, you think to yourself that you'll probably never know the true mystery of this place. Thankfully, there's still plenty of salvage to be had, and you've only gotten started.","0:MPC_OManExploreBeginSalvage:Initiate salvage operations",
